"Ancestry/Origin","ID","","Individual","astl","astl","astl","astr","astr","astr","bas","bas","bas","brg","brg","brg","dacl","dacl","dacl","dacr","dacr","dacr","ecml","ecml","ecml","ecmr","ecmr","ecmr","ectl","ectl","ectl","ectr","ectr","ectr","fmal","fmal","fmal","fmar","fmar","fmar","fmtl","fmtl","fmtl","fmtr","fmtr","fmtr","glb","glb","glb","lam","lam","lam","mastl","mastl","mastl","mastr","mastr","mastr","nas","nas","nas","obhi","obhi","obhi","obhir","obhir","obhir","obhs","obhs","obhs","obhsr","obhsr","obhsr","ops","ops","ops","proHEST","proHEST","proHEST","ssp","ssp","ssp","wnbl","wnbl","wnbl","wnbr","wnbr","wnbr","zygl","zygl","zygl","zygoml","zygoml","zygoml","zygomr","zygomr","zygomr","zygool","zygool","zygool","zygoor","zygoor","zygoor","zygr","zygr","zygr"
"African American","22","SI TERRY COLLECTION","M","226.0754","247.1481","253.5019","215.8931","148.8232","244.233","240.8007","197.9221","301.7407","115.0076","209.7784","305.0226","193.7508","218.745499999999","377.871399999999","194.156499999999","193.5714","379.452499999999","248.0054","229.6451","359.468399999999","243.425099999999","168.3213","363.7667","205.9384","255.3101","365.0333","197.7576","154.633199999999","373.9144","195.973999999999","255.7637","364.6877","184.161399999999","157.040899999999","374.8928","191.742899999999","256.913599999999","360.435","183.567","151.3355","371.2241","177.9165","208.7161","386.043499999999","170.467","197.2143","214.473299999999","258.6267","243.695899999999","294.288099999999","244.0531","144.057099999999","300.7778","185.074299999999","209.535799999999","385.3022","218.5679","238.6766","378.3059","-9999","-9999","-9999","183.5059","244.967999999999","374.738999999999","-9999","-9999","-9999","245.914999999999","193.643","262.1121","254.260099999999","199.5379","400.240299999999","240.4463","202.010799999999","397.7771","194.0187","211.6088","382.5457","195.137","202.0595","383.593399999999","223.715499999999","264.3102","335.353299999999","238.589699999999","248.823","368.455199999999","227.2457","159.4589","376.8509","217.9008","232.9256","380.502299999999","210.0311","176.890199999999","384.472399999999","212.7007","133.243699999999","343.913999999999"
"African American","23","SI TERRY COLLECTION","F","191.4922","265.241199999999","245.7786","185.2637","170.6559","236.4547","214.2023","212.6886","287.5079","94.3773999999999","222.9813","300.6062","167.9565","226.316","359.0727","168.213799999999","202.207799999999","359.935","219.8126","240.3908","343.7253","214.1764","178.9516","346.3159","177.176799999999","260.5753","351.101499999999","169.7581","167.3771","346.7302","167.3228","261.9925","350.8707","159.5697","168.928699999999","346.9474","167.233499999999","263.689599999999","346.194099999999","160.456899999999","164.873099999999","343.6643","148.6241","216.317399999999","367.701799999999","142.5898","227.053699999999","209.280399999999","218.8342","260.8093","274.6469","211.4884","168.4691","272.071199999999","156.9668","215.846","367.4248","192.0301","248.752","362.6245","-9999","-9999","-9999","155.7895","253.7861","358.817999999999","-9999","-9999","-9999","216.508299999999","215.880699999999","249.8797","219.877399999999","205.829299999999","377.1172","208.414899999999","207.8719","378.8016","166.473299999999","219.6963","366.6669","167.9592","207.8771","366.4479","197.8202","271.836799999999","312.9284","206.1784","256.617099999999","355.062599999999","198.7004","165.5294","350.5756","186.474999999999","235.637499999999","365.010499999999","182.6155","187.766699999999","362.9554","188.800299999999","151.7744","315.7574"
"African American","24","SI TERRY COLLECTION","M","237.747099999999","251.1292","265.0305","224.799499999999","138.8086","265.1795","241.3313","193.872899999999","315.653099999999","112.6482","211.775299999999","297.327","184.262","217.3086","382.8808","181.312999999999","188.563999999999","383.323199999999","240.737799999999","229.1377","378.4571","237.2333","159.872099999999","388.158399999999","202.2927","254.0849","374.6048","188.1311","147.4263","374.044199999999","189.8937","256.288","371.1653","174.335199999999","149.4943","370.5914","187.5334","258.572299999999","365.7624","172.499799999999","145.9283","368.400399999999","165.701899999999","205.6892","388.046299999999","192.62","202.645299999999","212.6771","260.775399999999","241.3343","304.8202","245.2623","141.516799999999","308.271","174.395999999999","203.8143","389.4855","207.3528","236.1892","391.8895","-9999","-9999","-9999","175.4016","245.167","378.9986","-9999","-9999","-9999","254.8908","193.737699999999","283.4352","237.8899","195.1447","420.4388","223.389199999999","196.293499999999","413.159899999999","183.7444","209.522699999999","388.7561","183.2449","194.39","387.8451","222.3402","265.1026","340.8521","232.899","247.862699999999","386.083199999999","221.9365","148.790799999999","387.488099999999","205.4086","229.721499999999","392.406999999999","196.7638","170.9713","391.5151","205.9819","127.7322","344.8294"
"African American","25","SI TERRY COLLECTION","F","201.740199999999","271.6843","252.961","194.884999999999","163.8442","248.356599999999","209.738599999999","216.2268","302.719299999999","92.7226","219.4429","291.843399999999","173.878199999999","227.3811","374.2139","174.1396","203.836999999999","374.8091","219.584","238.516899999999","358.971999999999","220.1225","186.8719","361.6472","182.1294","262.385499999999","365.9705","174.7801","169.6801","363.819099999999","165.868699999999","259.9742","369.020699999999","163.1159","172.900399999999","365.8265","165.9657","263.0933","363.734899999999","162.949999999999","167.489499999999","363.678999999999","157.747899999999","216.5247","382.6043","158.1023","223.9875","200.689899999999","226.3924","267.5973","289.192999999999","219.9289","166.3742","284.6421","164.770999999999","216.687299999999","382.033","196.986899999999","250.48","373.6738","-9999","-9999","-9999","159.8737","250.1105","374.468399999999","-9999","-9999","-9999","218.1116","218.4505","264.686699999999","226.383299999999","210.150499999999","392.577999999999","216.8965","213.2699","391.557799999999","173.4511","220.797","380.3269","174.282","210.945699999999","380.6229","200.1919","278.517999999999","329.508899999999","210.254899999999","261.523599999999","363.856699999999","204.264999999999","170.418399999999","365.916699999999","197.5361","243.186399999999","374.0736","192.6311","183.664199999999","374.185499999999","194.726499999999","153.0962","331.4483"
"African American","26","SI TERRY COLLECTION","M","132.4348","281.718799999999","270.5174","177.6671","178.7357","258.743299999999","173.8991","239.134999999999","315.5136","59.2507999999999","187.9661","311.2445","127.8887","222.5839","388.235999999999","136.494599999999","202.938199999999","390.9764","164.0685","258.2259","373.0527","188.5611","206.8597","369.757499999999","119.4053","260.6123","382.9995","157.1468","171.8403","374.027699999999","108.9627","254.1262","385.5659","143.8886","168.401","377.3766","106.5016","255.159799999999","381.9304","142.8777","164.9557","376.0065","110.8004","203.3235","396.947099999999","111.0492","218.3633","219.425299999999","163.616899999999","290.402199999999","313.7122","203.6237","195.158899999999","306.0391","120.5049","208.3667","394.9562","140.374699999999","248.3827","391.693499999999","-9999","-9999","-9999","106.8501","240.752299999999","391.021999999999","-9999","-9999","-9999","182.5085","245.6954","278.0829","178.3193","230.7452","406.242799999999","169.723199999999","227.617899999999","408.719299999999","130.141099999999","214.453399999999","393.034299999999","133.7423","206.1312","396.911299999999","129.238699999999","283.867099999999","348.9454","143.61","274.0176","382.4644","179.8454","184.5653","376.065999999999","141.8603","246.1207","391.331099999999","163.5662","190.0935","388.549899999999","181.320699999999","165.654","337.613"
"African American","27","SI TERRY COLLECTION","M","232.6244","252.141799999999","267.046299999999","214.5569","137.4212","265.8342","247.8229","191.7528","315.3193","119.5005","216.9807","313.4859","196.9319","215.8852","392.7833","193.9529","188.911499999999","393.271099999999","255.6972","223.1739","377.292899999999","245.2313","153.721","380.291499999999","214.7595","250.8651","384.0262","194.855899999999","147.43","381.9898","202.5055","253.233499999999","383.0575","185.156499999999","143.757","380.9547","204.2409","256.9451","375.3308","185.2525","149.3066","380.535","179.15","205.5428","398.944599999999","175.350599999999","207.5384","220.723899999999","270.697","241.5181","307.2966","249.2511","137.532","308.567999999999","189.155","204.010899999999","399.1485","222.302799999999","235.7354","397.8621","-9999","-9999","-9999","189.110999999999","241.759199999999","390.8612","-9999","-9999","-9999","260.438499999999","188.8444","278.418799999999","255.6456","188.206999999999","420.3761","238.666699999999","191.763399999999","413.633699999999","195.379799999999","207.0506","399.4658","193.9228","196.8449","398.072499999999","240.2859","261.991199999999","350.8142","245.843899999999","242.9771","391.424399999999","227.598899999999","144.8838","391.4123","221.377199999999","229.6311","399.519","207.847399999999","168.4593","397.583","214.452599999999","125.5585","348.2663"
"African American","28","SI TERRY COLLECTION","M","205.7547","275.3276","264.64","192.6001","159.697","249.335399999999","214.4676","210.1725","310.648399999999","79.6330999999999","222.2545","303.143599999999","162.9177","221.9331","382.564399999999","160.9712","195.429599999999","380.202","222.938799999999","238.6963","371.573199999999","219.4011","171.2542","374.889099999999","179.294199999999","261.8492","377.9449","167.5404","155.642","368.251199999999","164.595699999999","262.7167","378.4476","149.9973","156.388","367.718099999999","161.0329","264.8106","373.914199999999","153.7461","159.2475","370.4067","145.887","210.746199999999","390.6073","153.207699999999","226.220699999999","206.8","233.204399999999","266.9542","304.019","222.922599999999","153.377399999999","292.6979","152.361099999999","210.796899999999","388.795799999999","188.2906","243.404","388.0573","-9999","-9999","-9999","152.027899999999","249.0807","385.1288","-9999","-9999","-9999","224.5204","214.3888","267.9443","232.2417","199.258399999999","408.9264","210.918399999999","203.3317","407.636599999999","160.0483","214.516699999999","387.874399999999","161.4762","203.396999999999","386.3267","191.0915","272.2189","364.071199999999","210.773","253.7466","382.967499999999","199.8924","159.0672","376.7758","186.4024","235.8212","388.801199999999","179.191499999999","179.4413","385.347199999999","188.13","139.104099999999","330.949799999999"
"African American","29","SI TERRY COLLECTION","M","178.7765","285.2842","250.0886","187.9926","182.214499999999","247.8263","201.3398","235.8368","301.1406","78.3028999999999","222.784799999999","297.560499999999","151.3095","242.4837","376.886399999999","155.2901","222.4309","377.879799999999","206.9376","272.528399999999","363.4589","214.44","203.5385","368.776099999999","158.638499999999","281.803","367.5849","167.883999999999","186.3322","366.658599999999","145.111899999999","280.228599999999","369.095","155.6945","185.9084","368.5192","141.872999999999","282.680299999999","365.0237","155.462899999999","180.5763","362.659899999999","136.1534","232.2107","384.438899999999","135.0008","227.7684","205.625599999999","209.9541","287.505299999999","286.6852","222.9788","190.5389","286.5282","144.570699999999","232.0739","383.819099999999","173.2049","270.835699999999","379.3088","-9999","-9999","-9999","138.7392","268.9191","375.6377","-9999","-9999","-9999","206.021199999999","233.9626","263.8863","217.560399999999","238.7383","403.386199999999","197.8343","236.229299999999","398.671899999999","153.1329","236.6799","384.2563","156.0592","227.4233","382.8528","175.7432","299.400699999999","328.1177","190.0672","286.3903","369.172599999999","198.3486","190.0676","369.853799999999","174.196599999999","263.391599999999","381.432099999999","179.5179","204.752","379.974699999999","188.5367","170.142699999999","333.493699999999"
"African American","30","SI TERRY COLLECTION","M","238.4463","240.7133","262.526599999999","217.7067","145.6834","253.465","232.7278","189.8206","304.2937","122.1284","215.034899999999","271.330699999999","169.776299999999","212.5598","362.328899999999","163.0927","189.3743","361.3924","217.7672","218.9494","371.055499999999","205.133399999999","159.6035","373.7422","187.995299999999","247.1696","357.078899999999","167.7032","150.1586","351.781499999999","178.9456","250.0385","355.011","154.9126","153.2519","349.312799999999","177.2484","250.8145","350.4965","153.717099999999","150.7886","346.890699999999","153.2664","204.521999999999","367.6288","196.5119","202.9899","204.0081","258.127","233.0617","310.105799999999","232.7519","141.4819","304.226099999999","160.2991","202.4865","366.8874","194.2987","231.3253","370.7058","-9999","-9999","-9999","161.7148","237.4881","360.139799999999","-9999","-9999","-9999","248.507","188.721","268.7088","203.554499999999","190.097199999999","402.3654","194.997199999999","191.640999999999","394.245999999999","167.6739","205.4378","366.177","166.5909","195.777199999999","365.483799999999","212.966399999999","256.3265","335.817299999999","215.9083","242.075799999999","371.5181","193.838699999999","142.9872","363.228799999999","192.5239","223.7245","370.8738","178.5933","165.698","366.8424","185.696","130.2261","329.183499999999"
"African American","31","SI TERRY COLLECTION","M","172.888399999999","289.627","245.3984","183.6759","178.0722","247.1266","205.4377","237.533999999999","300.4372","72.5891","226.3621","320.4845","163.4726","244.812199999999","383.913299999999","167.354899999999","222.745399999999","382.9771","214.8494","266.767499999999","351.8287","221.3192","205.668","355.5342","172.091299999999","285.233","367.5953","180.618699999999","182.726599999999","368.215899999999","159.4935","284.713399999999","373.2454","166.076799999999","183.787399999999","375.9785","158.033999999999","287.5935","367.8684","165.089699999999","178.231599999999","369.2396","149.4717","233.865299999999","396.727399999999","122.5018","230.967899999999","213.394","213.3631","288.049699999999","285.090199999999","215.322399999999","189.155499999999","285.894","161.2893","235.8109","392.1073","189.024599999999","274.425099999999","375.9696","-9999","-9999","-9999","151.6887","274.303699999999","384.088399999999","-9999","-9999","-9999","204.5053","237.4036","263.904499999999","232.3322","236.2961","389.0532","218.190699999999","235.6938","388.900399999999","168.3161","237.684599999999","389.987799999999","172.7295","229.298599999999","390.246899999999","183.513299999999","303.911499999999","327.1555","205.3614","284.37","363.1992","210.935399999999","193.7005","363.8142","189.4956","266.024299999999","380.7019","191.8768","206.0025","380.4082","195.0154","166.554499999999","329.8057"
"African American","32","SI TERRY COLLECTION","F","187.73","286.2002","261.3602","191.0302","179.7818","256.1419","201.9702","234.815499999999","306.311699999999","78.1948","231.3064","319.336599999999","159.8563","242.587999999999","380.645199999999","160.172","216.039199999999","380.5905","214.0985","260.4288","367.674699999999","218.4987","201.011799999999","364.6548","165.7229","280.435499999999","371.045099999999","170.1535","179.228199999999","366.858","153.2475","278.827","373.512999999999","156.4443","180.2072","368.9796","154.8092","281.4696","368.817","157.014","175.217099999999","367.419899999999","141.8818","229.6904","389.0966","153.141799999999","231.6591","206.1755","214.528799999999","278.531499999999","297.0206","214.077699999999","184.7765","292.7919","150.6159","229.7254","388.7703","180.975699999999","270.371199999999","380.087699999999","-9999","-9999","-9999","144.7961","270.046499999999","379.134999999999","-9999","-9999","-9999","211.5619","234.925","271.0998","216.7615","228.6662","405.6308","202.555499999999","228.2218","397.868699999999","160.0471","234.611799999999","385.7459","161.7691","222.553699999999","386.1583","181.673499999999","293.003199999999","334.038299999999","196.4521","280.005299999999","370.9768","200.1814","183.017599999999","367.0758","183.876499999999","261.9032","382.830499999999","184.6514","194.9836","379.8254","186.413299999999","166.441399999999","333.502"
"African American","33","SI TERRY COLLECTION","F","180.283199999999","289.1845","261.1277","193.9609","186.3804","247.522099999999","201.9126","238.7636","297.4173","74.1491","221.705199999999","299.0133","151.260799999999","241.086199999999","372.274499999999","151.9044","215.8877","370.590199999999","-9999","-9999","-9999","-9999","-9999","-9999","154.753199999999","277.4194","361.996399999999","165.6294","181.1617","359.402699999999","142.8505","276.112399999999","362.5482","154.9302","179.805299999999","359.0235","143.052699999999","278.452099999999","357.181199999999","156.184599999999","176.9358","354.308299999999","132.9471","225.687","378.9585","142.5312","232.833699999999","206.744","206.954","282.340399999999","288.2987","216.7752","193.8853","284.0299","140.6433","227.937999999999","378.1571","168.8231","266.6429","371.400699999999","-9999","-9999","-9999","134.531499999999","263.2787","368.7472","-9999","-9999","-9999","207.3886","239.1887","265.3822","203.7948","233.7561","390.9637","192.718899999999","231.3647","388.0473","145.379899999999","230.6241","377.961599999999","146.9211","224.2757","377.9417","171.6544","290.690999999999","327.931199999999","188.2999","279.7803","363.430299999999","196.920999999999","187.4385","360.443699999999","169.168","258.781999999999","373.0984","176.9803","200.0595","371.122999999999","186.799","171.1748","327.9537"
