Species;Site;Specimen = inventory n°;Sex;Source;Tooth;Tooth;Tooth;Crown;
;;;;;Tooth;Right / Left;Upper / Lower;M.D. (in mm);B.L. (in mm)
Pan troglodytes;Peabody;6922;male;Original (Mahler);M2;Right;Inferior;11,8;9,9
Pan troglodytes;Peabody;6922;male;Original (Mahler);M3;Right;Inferior;9,9;9,1
Pan troglodytes;Peabody;6922;male;Original (Mahler);I1;Right;Superior;11,3;11,5
Pan troglodytes;Peabody;6922;male;Original (Mahler);Pm3;Right;Superior;8,6;10,1
Pan troglodytes;Peabody;6922;male;Original (Mahler);Pm4;Right;Superior;8,3;10,5
Pan troglodytes;Peabody;6922;male;Original (Mahler);M1;Right;Superior;10,9;10,8
Pan troglodytes;Peabody;6922;male;Original (Mahler);M2;Right;Superior;10,4;10,2
Pan troglodytes;Peabody;6922;male;Original (Mahler);M3;Right;Superior;9,5;9,1
Pan troglodytes;Peabody;6923;male;Original (Mahler);I1;Left;Inferior;8,3;9,5
Pan troglodytes;Peabody;6923;male;Original (Mahler);I2;Left;Inferior;9,2;10
Pan troglodytes;Peabody;6923;male;Original (Mahler);C;Left;Inferior;12,7;15,7
Pan troglodytes;Peabody;6923;male;Original (Mahler);Pm3;Left;Inferior;8;11,6
Pan troglodytes;Peabody;6923;male;Original (Mahler);Pm4;Left;Inferior;8,8;9
Pan troglodytes;Peabody;6923;male;Original (Mahler);I1;Right;Inferior;8,2;9,6
Pan troglodytes;Peabody;6923;male;Original (Mahler);I2;Right;Inferior;.;9,8
Pan troglodytes;Peabody;6923;male;Original (Mahler);C;Right;Inferior;12,2;15,2
Pan troglodytes;Peabody;6923;male;Original (Mahler);Pm3;Right;Inferior;8;11,9
Pan troglodytes;Peabody;6923;male;Original (Mahler);Pm4;Right;Inferior;9,3;9,4
Pan troglodytes;Peabody;6923;male;Original (Mahler);M1;Right;Inferior;11,9;10,1
Pan troglodytes;Peabody;6923;male;Original (Mahler);M2;Right;Inferior;10,7;9
Pan troglodytes;Peabody;6923;male;Original (Mahler);M3;Right;Inferior;10,4;9,5
Pan troglodytes;Peabody;6923;male;Original (Mahler);I1;Right;Superior;12,6;12
Pan troglodytes;Peabody;6923;male;Original (Mahler);Pm3;Right;Superior;8,3;10
Pan troglodytes;Peabody;6923;male;Original (Mahler);Pm4;Right;Superior;7,8;10,3
Pan troglodytes;Peabody;6923;male;Original (Mahler);M1;Right;Superior;10,7;10,8
Pan troglodytes;Peabody;6923;male;Original (Mahler);M2;Right;Superior;10,1;9,5
Pan troglodytes;Peabody;6923;male;Original (Mahler);M3;Right;Superior;8,7;8,9
Pan troglodytes;Peabody;6924;male;Original (Mahler);I1;Left;Inferior;6,1;7,6
Pan troglodytes;Peabody;6924;male;Original (Mahler);I2;Left;Inferior;8,8;8,9
Pan troglodytes;Peabody;6924;male;Original (Mahler);C;Left;Inferior;8,9;10,7
Pan troglodytes;Peabody;6924;male;Original (Mahler);Pm3;Left;Inferior;7,8;10,8
Pan troglodytes;Peabody;6924;male;Original (Mahler);I1;Right;Inferior;6,9;8
Pan troglodytes;Peabody;6924;male;Original (Mahler);I2;Right;Inferior;7,8;9,8
Pan troglodytes;Peabody;6924;male;Original (Mahler);Pm3;Right;Inferior;8,8;9,7
Pan troglodytes;Peabody;6924;male;Original (Mahler);Pm4;Right;Inferior;8,4;8,9
Pan troglodytes;Peabody;6924;male;Original (Mahler);M1;Right;Inferior;10,4;9
Pan troglodytes;Peabody;6924;male;Original (Mahler);M2;Right;Inferior;10,5;10,8
Pan troglodytes;Peabody;6924;male;Original (Mahler);M3;Right;Inferior;9,5;10,2
Pan troglodytes;Peabody;6924;male;Original (Mahler);Pm3;Right;Superior;8,1;9,5
Pan troglodytes;Peabody;6924;male;Original (Mahler);Pm4;Right;Superior;8,1;10,3
Pan troglodytes;Peabody;6924;male;Original (Mahler);M2;Right;Superior;9,8;11,2
Pan troglodytes;Peabody;6924;male;Original (Mahler);M3;Right;Superior;9,3;10,4
Pan troglodytes;Peabody;6925;female;Original (Mahler);I1;Left;Inferior;7,8;8,6
Pan troglodytes;Peabody;6925;female;Original (Mahler);I2;Left;Inferior;9,4;9,2
Pan troglodytes;Peabody;6925;female;Original (Mahler);C;Left;Inferior;9,2;11,3
Pan troglodytes;Peabody;6925;female;Original (Mahler);Pm3;Left;Inferior;8,8;9,8
Pan troglodytes;Peabody;6925;female;Original (Mahler);Pm4;Left;Inferior;8,2;9,7
Pan troglodytes;Peabody;6925;female;Original (Mahler);M1;Left;Inferior;11,1;10,5
Pan troglodytes;Peabody;6925;female;Original (Mahler);M2;Left;Inferior;11,8;11,4
Pan troglodytes;Peabody;6925;female;Original (Mahler);I1;Right;Inferior;7,9;8,6
Pan troglodytes;Peabody;6925;female;Original (Mahler);I2;Right;Inferior;8,1;9,4
Pan troglodytes;Peabody;6925;female;Original (Mahler);C;Right;Inferior;9,1;11,7
Pan troglodytes;Peabody;6925;female;Original (Mahler);Pm3;Right;Inferior;8,4;11,1
Pan troglodytes;Peabody;6925;female;Original (Mahler);Pm4;Right;Inferior;9,2;9,3
Pan troglodytes;Peabody;6925;female;Original (Mahler);M1;Right;Inferior;11,2;10,4
Pan troglodytes;Peabody;6925;female;Original (Mahler);M3;Right;Inferior;10,9;10
Pan troglodytes;Peabody;6925;female;Original (Mahler);I1;Right;Superior;11,4;12,2
Pan troglodytes;Peabody;6925;female;Original (Mahler);Pm3;Right;Superior;8,7;10,2
Pan troglodytes;Peabody;6925;female;Original (Mahler);Pm4;Right;Superior;7,6;10,8
Pan troglodytes;Peabody;6925;female;Original (Mahler);M1;Right;Superior;10,7;10,7
Pan troglodytes;Peabody;6925;female;Original (Mahler);M2;Right;Superior;10,6;10,7
Pan troglodytes;Peabody;6927;male;Original (Mahler);I1;Right;Inferior;13,2;8,4
Pan troglodytes;Peabody;6927;male;Original (Mahler);M1;Right;Inferior;11,2;9,3
Pan troglodytes;Peabody;6927;male;Original (Mahler);M1;Right;Superior;10;10
Pan troglodytes;Peabody;6929;male;Original (Mahler);Pm3;Right;Inferior;8,2;11,4
Pan troglodytes;Peabody;6929;male;Original (Mahler);Pm4;Right;Inferior;8,5;8,8
Pan troglodytes;Peabody;6929;male;Original (Mahler);M1;Right;Inferior;9,9;8,7
Pan troglodytes;Peabody;6929;male;Original (Mahler);M2;Right;Inferior;10,1;8,9
Pan troglodytes;Peabody;6929;male;Original (Mahler);I1;Right;Superior;10,8;10,2
Pan troglodytes;Peabody;6929;male;Original (Mahler);Pm3;Right;Superior;8,6;9,7
Pan troglodytes;Peabody;6929;male;Original (Mahler);Pm4;Right;Superior;7,5;10,2
Pan troglodytes;Peabody;6929;male;Original (Mahler);M1;Right;Superior;10;9,8
Pan troglodytes;Peabody;6929;male;Original (Mahler);M2;Right;Superior;9,4;9,1
Pan troglodytes;Peabody;6935;male;Original (Mahler);I1;Right;Inferior;13,6;9
Pan troglodytes;Peabody;6935;male;Original (Mahler);M1;Right;Inferior;11,3;8,8
Pan troglodytes;Peabody;6935;male;Original (Mahler);M2;Right;Inferior;11,6;9,2
Pan troglodytes;Peabody;6935;male;Original (Mahler);I1;Right;Superior;15;12,9
Pan troglodytes;Peabody;6935;male;Original (Mahler);M1;Right;Superior;10,5;9,7
Pan troglodytes;Peabody;6935;male;Original (Mahler);M2;Right;Superior;10,2;10
Pan troglodytes;Peabody;6936;male;Original (Mahler);I1;Left;Inferior;8;9,3
Pan troglodytes;Peabody;6936;male;Original (Mahler);I2;Left;Inferior;9;9,4
Pan troglodytes;Peabody;6936;male;Original (Mahler);C;Left;Inferior;11,6;13,4
Pan troglodytes;Peabody;6936;male;Original (Mahler);Pm3;Left;Inferior;7,7;11
Pan troglodytes;Peabody;6936;male;Original (Mahler);Pm4;Left;Inferior;7,3;8,5
Pan troglodytes;Peabody;6936;male;Original (Mahler);I1;Right;Inferior;8,5;8,9
Pan troglodytes;Peabody;6936;male;Original (Mahler);I2;Right;Inferior;9;9,2
Pan troglodytes;Peabody;6936;male;Original (Mahler);C;Right;Inferior;11,1;12,7
Pan troglodytes;Peabody;6936;male;Original (Mahler);Pm3;Right;Inferior;7,8;11,3
Pan troglodytes;Peabody;6936;male;Original (Mahler);Pm4;Right;Inferior;8;8,5
Pan troglodytes;Peabody;6938;female;Original (Mahler);I1;Left;Inferior;7,5;8,2
Pan troglodytes;Peabody;6938;female;Original (Mahler);I2;Left;Inferior;8,5;8,7
Pan troglodytes;Peabody;6938;female;Original (Mahler);C;Left;Inferior;7,8;10,1
Pan troglodytes;Peabody;6938;female;Original (Mahler);Pm3;Left;Inferior;7,2;9,5
Pan troglodytes;Peabody;6938;female;Original (Mahler);Pm4;Left;Inferior;7,9;8,6
Pan troglodytes;Peabody;6938;female;Original (Mahler);I1;Right;Inferior;7,9;8,5
Pan troglodytes;Peabody;6938;female;Original (Mahler);C;Right;Inferior;7,9;9,8
Pan troglodytes;Peabody;6938;female;Original (Mahler);Pm3;Right;Inferior;7,2;10,4
Pan troglodytes;Peabody;6938;female;Original (Mahler);Pm4;Right;Inferior;8;8,8
Pan troglodytes;Peabody;6939;male;Original (Mahler);Pm3;Right;Inferior;8;10,8
Pan troglodytes;Peabody;6939;male;Original (Mahler);Pm4;Right;Inferior;7;8,6
Pan troglodytes;Peabody;6939;male;Original (Mahler);M1;Right;Inferior;10,6;10,7
Pan troglodytes;Peabody;6939;male;Original (Mahler);M2;Right;Inferior;10,6;10,7
Pan troglodytes;Peabody;6939;male;Original (Mahler);M3;Right;Inferior;9,7;10,1
Pan troglodytes;Peabody;6939;male;Original (Mahler);Pm3;Right;Superior;9,2;9,4
Pan troglodytes;Peabody;6939;male;Original (Mahler);M1;Right;Superior;9,6;11,6
Pan troglodytes;Peabody;6939;male;Original (Mahler);M2;Right;Superior;10,4;10,7
Pan troglodytes;Peabody;6939;male;Original (Mahler);M3;Right;Superior;8,9;9
Pan troglodytes;Peabody;6940;male;Original (Mahler);I1;Left;Inferior;6,8;8,3
Pan troglodytes;Peabody;6940;male;Original (Mahler);I2;Left;Inferior;8,7;8,8
Pan troglodytes;Peabody;6940;male;Original (Mahler);C;Left;Inferior;10;12,7
Pan troglodytes;Peabody;6940;male;Original (Mahler);Pm3;Left;Inferior;6,8;10,4
Pan troglodytes;Peabody;6940;male;Original (Mahler);Pm4;Left;Inferior;7,4;8,2
Pan troglodytes;Peabody;6940;male;Original (Mahler);I1;Right;Inferior;7,2;8
Pan troglodytes;Peabody;6940;male;Original (Mahler);I2;Right;Inferior;8,6;9
Pan troglodytes;Peabody;6940;male;Original (Mahler);C;Right;Inferior;9,8;13,1
Pan troglodytes;Peabody;6940;male;Original (Mahler);Pm3;Right;Inferior;7,3;10,6
Pan troglodytes;Peabody;6940;male;Original (Mahler);Pm4;Right;Inferior;7,6;8
Pan troglodytes;Peabody;6940;male;Original (Mahler);M1;Right;Inferior;10,6;9
Pan troglodytes;Peabody;6940;male;Original (Mahler);M2;Right;Inferior;9,8;9,3
Pan troglodytes;Peabody;6940;male;Original (Mahler);M3;Right;Inferior;9,1;8,6
Pan troglodytes;Peabody;6940;male;Original (Mahler);I1;Right;Superior;10,6;11,1
Pan troglodytes;Peabody;6940;male;Original (Mahler);Pm3;Right;Superior;8;9,8
Pan troglodytes;Peabody;6940;male;Original (Mahler);Pm4;Right;Superior;6,8;9,4
Pan troglodytes;Peabody;6940;male;Original (Mahler);M1;Right;Superior;10,3;10,8
Pan troglodytes;Peabody;6940;male;Original (Mahler);M2;Right;Superior;9;9,6
Pan troglodytes;Peabody;6940;male;Original (Mahler);M3;Right;Superior;7,8;9,1
Pan troglodytes;Peabody;6941;female;Original (Mahler);Pm3;Right;Inferior;8;10,7
Pan troglodytes;Peabody;6941;female;Original (Mahler);Pm4;Right;Inferior;8,4;9,4
Pan troglodytes;Peabody;6941;female;Original (Mahler);M1;Right;Inferior;10,6;9,6
Pan troglodytes;Peabody;6941;female;Original (Mahler);M2;Right;Inferior;10,6;10,8
Pan troglodytes;Peabody;6941;female;Original (Mahler);M3;Right;Inferior;9,5;8,7
Pan troglodytes;Peabody;6941;female;Original (Mahler);Pm3;Right;Superior;8;9,6
Pan troglodytes;Peabody;6941;female;Original (Mahler);Pm4;Right;Superior;7,9;10,3
Pan troglodytes;Peabody;6941;female;Original (Mahler);M1;Right;Superior;10,5;11,2
Pan troglodytes;Peabody;6941;female;Original (Mahler);M2;Right;Superior;10,5;10,3
Pan troglodytes;Peabody;6941;female;Original (Mahler);M3;Right;Superior;9;8,8
Pan troglodytes;Peabody;6942;male;Original (Mahler);I1;Right;Inferior;11,3;8,3
Pan troglodytes;Peabody;6942;male;Original (Mahler);Pm3;Right;Inferior;7,8;11,2
Pan troglodytes;Peabody;6942;male;Original (Mahler);Pm4;Right;Inferior;8;8,2
Pan troglodytes;Peabody;6942;male;Original (Mahler);M1;Right;Inferior;11,2;10,4
Pan troglodytes;Peabody;6942;male;Original (Mahler);M2;Right;Inferior;10,4;9,9
Pan troglodytes;Peabody;6942;male;Original (Mahler);I1;Right;Superior;13;12,4
Pan troglodytes;Peabody;6942;male;Original (Mahler);Pm3;Right;Superior;8,5;9,1
Pan troglodytes;Peabody;6942;male;Original (Mahler);Pm4;Right;Superior;6,9;10
Pan troglodytes;Peabody;6942;male;Original (Mahler);M1;Right;Superior;10,7;11
Pan troglodytes;Peabody;6942;male;Original (Mahler);M2;Right;Superior;10;10
Pan troglodytes;Peabody;6943;male;Original (Mahler);Pm3;Right;Inferior;8,8;11,7
Pan troglodytes;Peabody;6943;male;Original (Mahler);Pm4;Right;Inferior;8,1;9,7
Pan troglodytes;Peabody;6943;male;Original (Mahler);M1;Right;Inferior;11,3;10
Pan troglodytes;Peabody;6943;male;Original (Mahler);M2;Right;Inferior;11,2;10,8
Pan troglodytes;Peabody;6943;male;Original (Mahler);M3;Right;Inferior;10;8,8
Pan troglodytes;Peabody;6943;male;Original (Mahler);M3;Left;Superior;8,8;10,5
Pan troglodytes;Peabody;6943;male;Original (Mahler);Pm3;Right;Superior;8;10,4
Pan troglodytes;Peabody;6943;male;Original (Mahler);Pm4;Right;Superior;7,9;11
Pan troglodytes;Peabody;6945;female;Original (Mahler);I1;Right;Inferior;10,5;8,4
Pan troglodytes;Peabody;6945;female;Original (Mahler);Pm3;Right;Inferior;8,1;10,9
Pan troglodytes;Peabody;6945;female;Original (Mahler);Pm4;Right;Inferior;8,3;10
Pan troglodytes;Peabody;6945;female;Original (Mahler);M1;Right;Inferior;11,3;10
Pan troglodytes;Peabody;6945;female;Original (Mahler);M2;Right;Inferior;11,3;9,9
Pan troglodytes;Peabody;6945;female;Original (Mahler);M3;Right;Inferior;10,5;9,5
Pan troglodytes;Peabody;6945;female;Original (Mahler);Pm3;Right;Superior;8,8;10,6
Pan troglodytes;Peabody;6945;female;Original (Mahler);Pm4;Right;Superior;7,4;10,9
Pan troglodytes;Peabody;6945;female;Original (Mahler);M1;Right;Superior;11;10,5
Pan troglodytes;Peabody;6945;female;Original (Mahler);M2;Right;Superior;11;10,4
Pan troglodytes;Peabody;6945;female;Original (Mahler);M3;Right;Superior;9,5;10,1
Pan troglodytes;Peabody;6946;female;Original (Mahler);Pm3;Right;Inferior;7,3;11,6
Pan troglodytes;Peabody;6946;female;Original (Mahler);Pm4;Right;Inferior;8,5;9,1
Pan troglodytes;Peabody;6946;female;Original (Mahler);M1;Right;Inferior;11,9;10,2
Pan troglodytes;Peabody;6946;female;Original (Mahler);M2;Right;Inferior;11,1;10,1
Pan troglodytes;Peabody;6946;female;Original (Mahler);M3;Right;Inferior;10;9,5
Pan troglodytes;Peabody;6946;female;Original (Mahler);Pm3;Right;Superior;8,6;10,5
Pan troglodytes;Peabody;6946;female;Original (Mahler);Pm4;Right;Superior;8,1;10,4
Pan troglodytes;Peabody;6946;female;Original (Mahler);M1;Right;Superior;11,1;10,5
Pan troglodytes;Peabody;6946;female;Original (Mahler);M2;Right;Superior;10,7;10,1
Pan troglodytes;Peabody;6946;female;Original (Mahler);M3;Right;Superior;8,7;9,1
Pan troglodytes;Peabody;6947;male;Original (Mahler);Pm3;Right;Inferior;7,4;10,9
Pan troglodytes;Peabody;6947;male;Original (Mahler);Pm4;Right;Inferior;8,3;8,7
Pan troglodytes;Peabody;6947;male;Original (Mahler);M2;Right;Inferior;10,5;10,3
Pan troglodytes;Peabody;6947;male;Original (Mahler);M3;Right;Inferior;9,8;9,6
Pan troglodytes;Peabody;6947;male;Original (Mahler);M2;Right;Superior;9,8;11,4
Pan troglodytes;Peabody;6947;male;Original (Mahler);M3;Right;Superior;9,7;10,2
Pan troglodytes;Peabody;6948;female;Original (Mahler);I1;Left;Inferior;7,3;8,1
Pan troglodytes;Peabody;6948;female;Original (Mahler);I2;Left;Inferior;9,9;8,5
Pan troglodytes;Peabody;6948;female;Original (Mahler);Pm3;Left;Inferior;7,6;10,7
Pan troglodytes;Peabody;6948;female;Original (Mahler);Pm4;Left;Inferior;8;8,7
Pan troglodytes;Peabody;6948;female;Original (Mahler);I1;Right;Inferior;6,9;8,2
Pan troglodytes;Peabody;6948;female;Original (Mahler);I2;Right;Inferior;8,6;9,3
Pan troglodytes;Peabody;6948;female;Original (Mahler);C;Right;Inferior;8,5;11,9
Pan troglodytes;Peabody;6948;female;Original (Mahler);Pm3;Right;Inferior;7,4;10,4
Pan troglodytes;Peabody;6948;female;Original (Mahler);Pm4;Right;Inferior;8,7;8,7
Pan troglodytes;Peabody;6948;female;Original (Mahler);M1;Right;Inferior;11,4;10,6
Pan troglodytes;Peabody;6948;female;Original (Mahler);M2;Right;Inferior;11,8;10
Pan troglodytes;Peabody;6948;female;Original (Mahler);M3;Right;Inferior;9,9;8
Pan troglodytes;Peabody;6948;female;Original (Mahler);Pm3;Right;Superior;8,5;9,2
Pan troglodytes;Peabody;6948;female;Original (Mahler);Pm4;Right;Superior;7,4;9,6
Pan troglodytes;Peabody;6948;female;Original (Mahler);M1;Right;Superior;10,5;11
Pan troglodytes;Peabody;6948;female;Original (Mahler);M2;Right;Superior;10,1;9,3
Pan troglodytes;Peabody;6948;female;Original (Mahler);M3;Right;Superior;8,6;8,6
Pan troglodytes;Peabody;6949;female;Original (Mahler);Pm3;Right;Inferior;7;9,8
Pan troglodytes;Peabody;6949;female;Original (Mahler);Pm4;Right;Inferior;7,5;8,4
Pan troglodytes;Peabody;6949;female;Original (Mahler);M1;Right;Inferior;11,1;9,6
Pan troglodytes;Peabody;6949;female;Original (Mahler);M2;Right;Inferior;10,5;9,6
Pan troglodytes;Peabody;6949;female;Original (Mahler);M3;Right;Inferior;9;8,2
Pan troglodytes;Peabody;6949;female;Original (Mahler);Pm3;Right;Superior;8,1;9,9
Pan troglodytes;Peabody;6949;female;Original (Mahler);Pm4;Right;Superior;7,4;10,2
Pan troglodytes;Peabody;6949;female;Original (Mahler);M2;Right;Superior;10,1;10,5
Pan troglodytes;Peabody;6950;female;Original (Mahler);Pm3;Right;Inferior;7,5;11,3
Pan troglodytes;Peabody;6950;female;Original (Mahler);Pm4;Right;Inferior;9,3;9,3
Pan troglodytes;Peabody;6950;female;Original (Mahler);M1;Right;Inferior;11,4;9,6
Pan troglodytes;Peabody;6950;female;Original (Mahler);M2;Right;Inferior;12,2;10,7
Pan troglodytes;Peabody;6950;female;Original (Mahler);M3;Right;Inferior;11,1;9,2
Pan troglodytes;Peabody;6950;female;Original (Mahler);Pm3;Right;Superior;8,9;10,9
Pan troglodytes;Peabody;6950;female;Original (Mahler);Pm4;Right;Superior;8;10,5
Pan troglodytes;Peabody;6950;female;Original (Mahler);M1;Right;Superior;11,3;11
Pan troglodytes;Peabody;6950;female;Original (Mahler);M2;Right;Superior;11,5;11
Pan troglodytes;Peabody;6950;female;Original (Mahler);M3;Right;Superior;9,3;9,5
Pan troglodytes;Peabody;6951;female;Original (Mahler);Pm3;Right;Inferior;7,7;11,3
Pan troglodytes;Peabody;6951;female;Original (Mahler);Pm4;Right;Inferior;8,7;8,7
Pan troglodytes;Peabody;6951;female;Original (Mahler);M1;Right;Inferior;10,3;9,7
Pan troglodytes;Peabody;6951;female;Original (Mahler);M2;Right;Inferior;11,1;10
Pan troglodytes;Peabody;6951;female;Original (Mahler);M3;Right;Inferior;10,6;9,6
Pan troglodytes;Peabody;6951;female;Original (Mahler);Pm3;Left;Superior;8,2;9,8
Pan troglodytes;Peabody;6951;female;Original (Mahler);Pm4;Left;Superior;8,4;10,3
Pan troglodytes;Peabody;6951;female;Original (Mahler);M1;Right;Superior;11,4;11
Pan troglodytes;Peabody;6951;female;Original (Mahler);M2;Right;Superior;10,8;10,7
Pan troglodytes;Peabody;6951;female;Original (Mahler);M3;Right;Superior;8,9;10,2
Pan troglodytes;Peabody;6952;female;Original (Mahler);Pm3;Right;Inferior;7,8;10,5
Pan troglodytes;Peabody;6952;female;Original (Mahler);Pm4;Right;Inferior;7,8;8,6
Pan troglodytes;Peabody;6952;female;Original (Mahler);M1;Right;Inferior;10,9;9,7
Pan troglodytes;Peabody;6952;female;Original (Mahler);M2;Right;Inferior;10,5;9,5
Pan troglodytes;Peabody;6952;female;Original (Mahler);M3;Right;Inferior;8,9;8,1
Pan troglodytes;Peabody;6952;female;Original (Mahler);Pm4;Left;Superior;7,7;9,8
Pan troglodytes;Peabody;6952;female;Original (Mahler);M3;Left;Superior;7,9;9
Pan troglodytes;Peabody;6952;female;Original (Mahler);Pm3;Left;Superior;9,2;9,5
Pan troglodytes;Peabody;6952;female;Original (Mahler);M1;Right;Superior;10,3;10
Pan troglodytes;Peabody;6952;female;Original (Mahler);M2;Right;Superior;9,2;10,1
Pan troglodytes;Peabody;6953;male;Original (Mahler);Pm3;Right;Inferior;9,5;11,6
Pan troglodytes;Peabody;6953;male;Original (Mahler);Pm4;Right;Inferior;8,8;8,9
Pan troglodytes;Peabody;6953;male;Original (Mahler);M1;Right;Inferior;11,6;10
Pan troglodytes;Peabody;6953;male;Original (Mahler);M3;Right;Inferior;10,2;8,8
Pan troglodytes;Peabody;6953;male;Original (Mahler);Pm3;Right;Superior;8,7;10,9
Pan troglodytes;Peabody;6953;male;Original (Mahler);Pm4;Right;Superior;8,4;11,6
Pan troglodytes;Peabody;6953;male;Original (Mahler);M1;Right;Superior;10,9;10,6
Pan troglodytes;Peabody;6953;male;Original (Mahler);M2;Right;Superior;10,8;10
Pan troglodytes;Peabody;6953;male;Original (Mahler);M3;Right;Superior;9,5;9,3
Pan troglodytes;Peabody;6954;female;Original (Mahler);Pm3;Right;Inferior;8,7;11,7
Pan troglodytes;Peabody;6954;female;Original (Mahler);Pm4;Right;Inferior;8;10
Pan troglodytes;Peabody;6954;female;Original (Mahler);M1;Right;Inferior;10,9;10
Pan troglodytes;Peabody;6954;female;Original (Mahler);M2;Right;Inferior;11;10,1
Pan troglodytes;Peabody;6954;female;Original (Mahler);M3;Right;Inferior;10,3;9,6
